chunk_id,section_id,chunk_seq,start_char,end_char,text_chunk
SEC958251943746_C17,958251943746,17,4470,4849,"Therefore, the observed 40-fold increase in the reaction is exclusively due to the isomerization reaction and is unaffected by the encapsulation and decapsulation processes. To explain the catalytic effect of the β-CD dimer, Holick and co-workers proposed that the reactive conformers of PreD3 are stabilized upon complexation, thereby elevating the isomerization rate constant."
SEC958251943746_C18,958251943746,18,4644,5133,"To explain the catalytic effect of the β-CD dimer, Holick and co-workers proposed that the reactive conformers of PreD3 are stabilized upon complexation, thereby elevating the isomerization rate constant. On the other hand, Meana-Pañeda and Fernández-Ramos posited that this increase is a result of the diminutive cavity of the β-CD dimer, which restricts rotations about the single bonds of the triene moiety connecting the A and C rings in PreD3, thus isolating the reactive conformers."
SEC958251943746_C19,958251943746,19,4849,5309,"On the other hand, Meana-Pañeda and Fernández-Ramos posited that this increase is a result of the diminutive cavity of the β-CD dimer, which restricts rotations about the single bonds of the triene moiety connecting the A and C rings in PreD3, thus isolating the reactive conformers. Regrettably, a lack of quantitative computational evidence has prevented either of these hypotheses from being supported, and the catalytic mechanism remains an open question."
SEC958251943746_C20,958251943746,20,5133,5646,"Regrettably, a lack of quantitative computational evidence has prevented either of these hypotheses from being supported, and the catalytic mechanism remains an open question. With the intention of illuminating the catalytic mechanism, we conducted a comprehensive analysis of the dynamics of the isomerization reaction of PreD3 when encapsulated within the β-CD dimer. To achieve this, we utilized the statistical multistructural variational transition state theory (MS-VTST) in combination with MD simulations."
SEC273485125918_C01,273485125918,1,0,514,"Calculation Method It has been demonstrated that the lateral chain ( R in Figure) is not directly involved in the thermal isomerization and that, therefore, it can be safely replaced by a methyl group when studying this reaction in both gas-phase and n -hexane environments. We assume that this approximation also holds true within the β-CD dimer, and for this reason, we have also substituted this fragment by a methyl group. Hereinafter, we will replace the PreD3 name by PreD to refer to the modified reactant."
SEC763049830932_C01,763049830932,1,0,573,"Molecular Dynamics Simulations MD simulations were conducted for both the free [f] and encapsulated [e] versions of PreD, in order to compare the accessible torsional space of the triene moiety in each case. The most stable HL conformer of PreD exhibiting a −c−c triene arrangement was selected as the initial configuration for the simulation. For the encapsulated version, this conformer was manually inserted inside the β-CD dimer cavity and optimized at the HF/6-31G level of theory before the MD simulation. The xTB software (version 6.4.1), developed by Grimme et al."
SEC763049830932_C02,763049830932,2,344,861,"For the encapsulated version, this conformer was manually inserted inside the β-CD dimer cavity and optimized at the HF/6-31G level of theory before the MD simulation. The xTB software (version 6.4.1), developed by Grimme et al., was used, in combination with the semiempirical GFN2-xTB methodology, to calculate the forces throughout the simulation. Each system was propagated for 1 μs in five independent simulations with a time step of 2 ps at 310. K in an NVT ensemble (total simulation time per system of 5 μs)."
SEC763049830932_C03,763049830932,3,695,995,"Each system was propagated for 1 μs in five independent simulations with a time step of 2 ps at 310. K in an NVT ensemble (total simulation time per system of 5 μs). A Berendsen thermostat was used for keeping constant the temperature of the system, and the SHAKE algorithm was applied to all bonds."
SEC635272063273_C01,635272063273,1,0,476,"Abstract Previous experimental studies have shown that the isomerization reaction of previtamin D3 (PreD3) to vitamin D3 (VitD3) is accelerated 40-fold when it takes place within a β-cyclodextrin dimer, in comparison to the reaction occurring in conventional isotropic solutions. In this study, we employ quantum mechanics-based molecular dynamics (MD) simulations and statistical multistructural variational transition state theory to unveil the origin of this acceleration."
SEC635272063273_C02,635272063273,2,280,793,"In this study, we employ quantum mechanics-based molecular dynamics (MD) simulations and statistical multistructural variational transition state theory to unveil the origin of this acceleration. We find that the conformational landscape in the PreD3 isomerization is highly dependent on whether the system is encapsulated. In isotropic media, the triene moiety of the PreD3 exhibits a rich torsional flexibility. However, when encapsulated, such a flexibility is limited to a more confined conformational space."
